App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android
Zagat,Travel_and_local,0,2528,Free,Everyone,Travel & Local,2016-07-14,14,2016,,1e+05,0,7,,,
Resume Maker - Creator,Business,1,740,Free,Everyone,Business,2018-08-04,4,2018,19000,50000,0,8,1,1,
Flo's CH Boss Timer,Family,0,163,Free,Everyone,Role Playing,2017-03-27,27,2017,3400,1000,0,3,1,2,
Info BMKG,Weather,1,21404,Free,Everyone,Weather,2017-06-15,15,2017,7600,1e+06,0,6,2,2,4.4
Canon CameraWindow,Photography,0,12204,Free,Everyone,Photography,2017-03-14,14,2017,6800,1e+06,0,3,1,5,
FoothillsVet,Medical,1,2,Free,Everyone,Medical,2018-07-11,11,2018,29000,50,0,7,,1,
Nokia mobile support,Tools,1,12215,Free,Everyone,Tools,2018-08-01,1,2018,9100,5e+06,0,8,1,7,7
Cb browser,Communication,1,5,Free,Everyone,Communication,2018-04-02,2,2018,3700,50,0,4,1,0,4
EF Calculator,Productivity,1,19,Free,Everyone,Productivity,2017-09-20,20,2017,,1000,0,9,1,6,
Bloons TD 5,Family,1,190086,Paid,Everyone,Strategy,2018-07-13,13,2018,94000,1e+06,2.99,7,3,16,
HTC Speak,Lifestyle,0,6145,Free,Everyone,Lifestyle,2016-06-30,30,2016,13000,1e+07,0,6,8,0,5
BI Mobile Banking,Finance,0,180,Free,Everyone,Finance,2018-06-27,27,2018,27000,10000,0,6,4,17,4.4
Merck CE,Business,1,2,Free,Everyone,Business,2017-02-13,13,2017,25000,100,0,2,1,0,4.1
Calls Blacklist - Call Blocker,Communication,1,457283,Free,Everyone,Communication,2018-05-24,24,2018,,1e+07,0,5,,,
DQ Akses,Tools,1,0,Free,Everyone,Tools,2018-07-06,6,2018,2600,1,0,7,1,1,2.1
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,Entertainment,1,11661,Free,Everyone,Entertainment,2018-07-14,14,2018,4000,1e+06,0,7,1,1,
Guide for DB Xenoverse,Books_and_reference,1,459,Free,Everyone,Books & Reference,2016-10-01,1,2016,11000,10000,0,10,1,2,4
CI Capital - Dynamic,Finance,1,4,Free,Everyone,Finance,2018-05-23,23,2018,5100,50,0,5,1,0,5
DC Metro Transit - Free,Travel_and_local,1,6895,Free,Everyone,Travel & Local,2018-05-15,15,2018,10000,5e+05,0,5,5,11,4.1
Hotel Insanity,Game,1,3816,Free,Teen,Arcade,2016-07-07,7,2016,31000,1e+05,0,7,1,0,3
CP Ready,Business,1,56,Free,Everyone,Business,2018-03-05,5,2018,,1000,0,3,6,4,4
Cutie Cubies,Family,1,6356,Free,Everyone,Puzzle,2018-07-04,4,2018,83000,5e+05,0,7,1,,4.1
DS Vision,Business,1,0,Free,Everyone,Business,2018-05-21,21,2018,38000,5,0,5,1,2,4.1
Top Soccer Manager,Sports,1,199739,Free,Everyone,Sports,2018-08-06,6,2018,66000,1e+07,0,8,1,18,
Critical Strike CS: Counter Terrorist Online FPS,Game,1,22773,Free,Mature 17+,Action,2018-08-03,3,2018,,1e+06,0,8,4,,4.1
"10,000 Quotes DB (Premium)",Books_and_reference,1,70,Paid,Everyone,Books & Reference,2013-08-30,30,2013,3500,500,0.99,8,1,3,2.1
Live Radio BD,Family,1,69,Free,Everyone,Entertainment,2015-05-04,4,2015,3500,10000,0,5,1,1,4
REDCap Mobile App,Medical,1,56,Free,Everyone,Medical,2018-07-31,31,2018,11000,10000,0,7,3,0,4.3
CV-Library Job Search,Business,1,6997,Free,Everyone,Business,2018-07-06,6,2018,4600,1e+05,0,7,6,8,4.1
Zombie Hunter: Post Apocalypse Survival Games,Game,1,327599,Free,Teen,Action,2017-07-28,28,2017,66000,1e+07,0,7,2,4,
"EG SIM CARD (EGSIMCARD, 이지심카드)",Business,0,322,Free,Everyone,Business,2017-03-28,28,2017,1500,50000,0,3,2,13,2.2
D Day World War II Commando Survival Shooting,Game,1,951,Free,Teen,Action,2018-05-25,25,2018,64000,1e+05,0,5,1,2,4.1
Toon Blast,Game,1,1351068,Free,Everyone,Puzzle,2018-07-30,30,2018,,1e+07,0,7,,,4.1
Note Everything,Productivity,1,57033,Free,Everyone,Productivity,2016-10-18,18,2016,,5e+06,0,10,4,2,
Prestige AH,Medical,0,2,Free,Everyone,Medical,2017-05-11,11,2017,29000,100,0,5,,0,
Sai Baba - Sabka Malik Ek,Productivity,1,42,Free,Everyone,Productivity,2018-05-26,26,2018,38000,1000,0,5,1,4,4
2048(AI),Family,1,20,Free,Everyone,Casual,2015-06-03,3,2015,3500,1000,0,6,0,33,2.3
X your Ex - Break Up Treatment,Health_and_fitness,0,32,Free,Everyone,Health & Fitness,2017-05-20,20,2017,64000,5000,0,5,3,9,4.1
Age of Procreation DX,Family,1,1894,Free,Mature 17+,Simulation,2016-04-22,22,2016,40000,1e+05,0,4,1,,2.3
Free Adblocker Browser - Adblock & Popup Blocker,Communication,1,152470,Free,Everyone,Communication,2018-07-19,19,2018,,1e+07,0,7,,,
DW Audio,Family,1,38,Free,Everyone,Education,2017-06-16,16,2017,5000,1000,0,6,0,9,4.1
Yoong: Kick 'Em Up!,Sports,1,7107,Free,Everyone,Sports,2015-12-16,16,2015,33000,1e+05,0,12,1,1,
Monitor My BP,Health_and_fitness,1,0,Paid,Everyone,Health & Fitness,2016-11-26,26,2016,4600,50,5.99,11,2,0,4
FO STELIA Méaulte,Communication,1,2,Free,Everyone,Communication,2017-12-19,19,2017,18000,100,0,12,1,1,4.1
Background Eraser,Photography,1,267378,Free,Everyone,Photography,2015-07-11,11,2015,1900,1e+07,0,7,1,4,4
Uber Driver,Business,1,1254730,Free,Everyone,Business,2018-08-03,3,2018,,1e+07,0,8,,,
Simply Yoga - Fitness Trainer for Workouts & Poses,Health_and_fitness,1,6826,Free,Everyone,Health & Fitness,2018-06-14,14,2018,,1e+06,0,6,,,
King Burger Dash,Family,0,445,Free,Everyone,Casual,2015-03-22,22,2015,12000,50000,0,3,1,3,2.2
Blood Glucose Tracker,Health_and_fitness,1,9612,Free,Everyone,Health & Fitness,2018-05-18,18,2018,3500,1e+05,0,5,1,8,4.4
Wondershare PowerCam,Photography,1,329160,Free,Everyone,Photography,2018-05-29,29,2018,27000,1e+07,0,5,3,1,2.3
AJ Rafael Music Lessons,Family,1,1,Free,Everyone,Entertainment,2017-11-29,29,2017,8200,10,0,11,1,2,4.1
AF Our Time to Shine,Business,1,0,Free,Everyone,Business,2017-07-17,17,2017,11000,100,0,7,,7,4.1
20 Minuten (CH),News_and_magazines,0,14153,Free,Everyone 10+,News & Magazines,2018-08-03,3,2018,,1e+06,0,8,,,
AP European History: Practice Tests and Flashcards,Family,1,7,Free,Everyone,Education,2018-07-03,3,2018,5400,1000,0,7,1,6,4.1
Daily Ab Workout - Core & Abs Fitness Exercises,Health_and_fitness,1,44939,Free,Everyone,Health & Fitness,2018-06-14,14,2018,,1e+07,0,6,,,
Camera ZOOM FX - FREE,Photography,0,88860,Free,Everyone,Photography,2017-04-06,6,2017,6100,5e+06,0,4,6,2,2.3
PHARMAGUIDE (DZ),Health_and_fitness,1,131,Free,Everyone,Health & Fitness,2016-04-01,1,2016,3400,5000,0,4,1,6,1.6
Trucker Path – Truck Stops & Weigh Stations,Maps_and_navigation,1,38375,Free,Everyone,Maps & Navigation,2018-07-26,26,2018,49000,1e+06,0,7,3,0,4.1
Talking Babsy Baby: Baby Games,Lifestyle,0,140995,Free,Everyone,Lifestyle,2018-07-16,16,2018,1e+05,1e+07,0,7,9,0,4
CM Locker - Security Lockscreen,Tools,1,3090727,Free,Everyone,Tools,2018-07-31,31,2018,,1e+08,0,7,,,
Crossy Road,Game,1,4230886,Free,Everyone,Action,2018-08-01,1,2018,60000,1e+08,0,8,3,1,5
Keyboard for Sony Xperia J,Personalization,1,797,Free,Everyone,Personalization,2018-07-29,29,2018,6700,50000,0,7,1,,
Sleep as Android Unlock,Lifestyle,1,23966,Paid,Everyone,Lifestyle,2018-06-27,27,2018,872,1e+06,5.99,6,,,4
ChefTap Recipes & Grocery List,Food_and_drink,1,9066,Free,Everyone,Food & Drink,2018-04-25,25,2018,15000,5e+05,0,4,4,0,5.1
Mental Hospital:EB 2 Lite,Game,1,5341,Free,Teen,Action,2014-04-30,30,2014,8800,1e+05,0,4,1,0,4
Compas BP Store,Shopping,1,0,Free,Everyone,Shopping,2017-12-21,21,2017,2500,10,0,12,1,0,4.4
BG Remover & Eraser Pro,Tools,0,4,Free,Everyone,Tools,2018-04-03,3,2018,4800,500,0,4,3,0,2.3
CP Channel,Family,1,7,Free,Everyone 10+,Education,2018-03-21,21,2018,12000,500,0,3,1,1,4.1
Adivina el cantante de Trap y Reggaeton,Game,1,1914,Free,Everyone,Trivia,2018-06-29,29,2018,24000,1e+05,0,6,3,6,
HTC Social Plugin - Facebook,Social,0,13223,Free,Mature 17+,Social,2016-06-08,8,2016,2800,1e+07,0,6,8,0,4.4
Home Remedies for Bacterial Infections,Health_and_fitness,1,0,Free,Everyone,Health & Fitness,2018-04-19,19,2018,4400,50,0,4,1,0,2.2
Angry Birds Classic,Game,1,5566669,Free,Everyone,Arcade,2018-05-24,24,2018,97000,1e+08,0,5,7,9,4.1
Draw.ly - Color by Number Pixel Art Coloring,Family,1,18616,Free,Everyone,Casual,2018-08-05,5,2018,10000,1e+06,0,8,1,0,
Candy simply-Fi,Lifestyle,0,2390,Free,Everyone,Lifestyle,2018-07-17,17,2018,35000,1e+05,0,7,1,8,4.4
"Job CV Maker-Portfolio Maker , Resume Maker",Family,0,139,Free,Everyone,Education,2018-07-16,16,2018,4800,50000,0,7,2,1,
BG LINKED (BGLINKED),Social,1,22,Free,Everyone,Social,2018-01-19,19,2018,11000,1000,0,1,,0,4.1
Dinosaur Simulator: Dino World,Game,0,26649,Free,Teen,Action,2018-08-05,5,2018,66000,5e+06,0,8,1,2,4.2
Bsc Agri Notes,Family,1,301,Free,Everyone,Education,2018-07-01,1,2018,5600,10000,0,7,1,0,4.1
CI Dictionary,Family,1,31,Free,Everyone,Education,2015-09-01,1,2015,3200,1000,0,9,1,0,
All Type Ac Repair & Services,Lifestyle,1,45,Free,Everyone,Lifestyle,2017-12-26,26,2017,2200,10000,0,12,0,8,4.1
Portable Wi-Fi hotspot Free,Communication,0,1711,Free,Everyone,Communication,2018-01-11,11,2018,2100,1e+05,0,1,1,2,2.3
Al-Quran Ahmad Saud Offline,Family,1,7116,Free,Everyone,Education,2016-08-09,9,2016,40000,1e+05,0,8,1,0,
auto Call Recorder 2018,Libraries_and_demo,1,929,Free,Everyone,Libraries & Demo,2018-02-16,16,2018,7000,50000,0,2,1,2,4
Asylum Night Shift - Five Nights Survival,Game,0,59223,Free,Teen,Action,2018-06-26,26,2018,46000,5e+06,0,6,1,6,4.1
Smoke Effect Name Art Maker-Avatar Text Art Editor,Personalization,1,1961,Free,Everyone,Personalization,2018-06-29,29,2018,6600,1e+05,0,6,1,0,4.1
Emo Ads Blocker Browser,Tools,0,1555,Free,Everyone,Tools,2015-09-17,17,2015,4100,1e+05,0,9,1,4,3
PCOS Guide - Fight PCOS naturally,Medical,1,0,Free,Everyone,Medical,2018-08-04,4,2018,5100,100,0,8,1,0,5
Play Tube,Video_players,1,15874,Free,Everyone,Video Players & Editors,2018-07-05,5,2018,5400,1e+06,0,7,1,2,4.1
"CheapTickets – Hotels, Flights & Travel Deals",Travel_and_local,1,6925,Free,Everyone,Travel & Local,2018-07-25,25,2018,,1e+06,0,7,,,
Evolution: Battle for Utopia,Family,1,246705,Free,Teen,Strategy,2018-05-04,4,2018,27000,1e+06,0,5,3,5,
"YouCut - Video Editor & Video Maker, No Watermark",Video_players,1,98819,Free,Everyone,Video Players & Editors,2018-08-06,6,2018,27000,5e+06,0,8,1,,4.3
Funny Alarm Clock Ringtones,Personalization,1,15633,Free,Everyone,Personalization,2017-03-09,9,2017,14000,1e+06,0,3,1,1,
EF Staff,Productivity,1,0,Free,Everyone,Productivity,2018-05-08,8,2018,11000,100,0,5,1,2,4.2
Be My Princess,Family,1,3103,Free,Teen,Entertainment,2017-09-19,19,2017,8800,1e+05,0,9,6,5,2.2
SVT Play,Video_players,0,11549,Free,Teen,Video Players & Editors,2018-07-13,13,2018,,1e+06,0,7,,,
Google Trips - Travel Planner,Travel_and_local,1,26871,Free,Everyone,Travel & Local,2018-07-26,26,2018,,5e+06,0,7,1,10,4.1
CR Calculator,Tools,1,297,Free,Everyone,Tools,2018-01-27,27,2018,2800,50000,0,1,2,2,4
100+ C Programs,Family,1,20,Free,Everyone,Education,2017-01-03,3,2017,1600,5000,0,1,1,0,4
Business Calendar Pro,Productivity,1,27135,Paid,Everyone,Productivity,2018-05-24,24,2018,,1e+05,4.99,5,,,
Pocket Mortys,Family,1,174215,Free,Everyone,Simulation,2018-08-03,3,2018,93000,1e+07,0,8,2,5,4.1
I AM C.T.,Health_and_fitness,1,28,Free,Mature 17+,Health & Fitness,2017-04-27,27,2017,20000,1000,0,4,1,0,
Alarm Clock Free,Tools,0,59973,Free,Everyone,Tools,2018-03-16,16,2018,11000,1e+07,0,3,1,2,4
ASUS Cover for ZenFone 2,Personalization,1,43960,Free,Everyone,Personalization,2017-12-01,1,2017,9800,1e+07,0,12,2,0,5
Hovercraft Racer,Sports,0,218,Free,Everyone,Sports,2018-07-19,19,2018,28000,1e+05,0,7,5,0,4.1
Seznam.cz,Communication,1,46702,Free,Everyone,Communication,2018-07-04,4,2018,,1e+06,0,7,,,
Word Crossy - A crossword game,Game,1,240416,Free,Everyone,Word,2018-08-01,1,2018,53000,5e+06,0,8,2,2,
Tricky Bike Stunt Rider DX,Family,1,16,Free,Everyone,Simulation,2018-07-29,29,2018,45000,500,0,7,1,1,4
Super Car F. Mod for MCPE,Game,0,214,Free,Everyone,Adventure,2018-07-19,19,2018,4900,50000,0,7,3,0,4.2
Bricks n Balls,Game,1,30253,Free,Everyone,Casual,2018-08-05,5,2018,,1e+06,0,8,1,0,4.1
realcommercial.com.au,Business,1,128,Free,Everyone,Business,2018-06-26,26,2018,6700,50000,0,6,2,6,5
Yandex.Shell (Launcher+Dialer),Personalization,1,87300,Free,Everyone,Personalization,2015-03-17,17,2015,,1e+06,0,3,2,32,
哈哈姆特不EY,Communication,1,239,Free,Everyone,Communication,2018-07-31,31,2018,18000,10000,0,7,1,3,4.4
R Quick Reference Big Data,Books_and_reference,1,6,Free,Everyone,Books & Reference,2017-05-29,29,2017,3600,1000,0,5,1,2,2.3
CT Scan Cross Sectional Anatomy,Medical,1,10,Free,Everyone,Medical,2018-07-19,19,2018,46000,100,0,7,5,0,4.1
EH National Mobile Banking,Finance,1,0,Free,Everyone,Finance,2017-10-12,12,2017,,50,0,10,5,2,4.2
Happy Street,Family,1,110877,Free,Everyone 10+,Casual,2018-03-28,28,2018,,1e+06,0,3,,,
Super Hero M Craft Run,Game,0,303,Free,Everyone,Arcade,2017-07-12,12,2017,38000,1e+05,0,7,1,6,
Santa Fe Map and Walks,Travel_and_local,1,2,Free,Everyone,Travel & Local,2018-04-20,20,2018,47000,1000,0,4,,,4
Profile Tracker - Who Viewed My Facebook Profile,Social,1,37090,Free,Teen,Social,2018-08-01,1,2018,4800,5e+05,0,8,5,4,4.1
Qeek for Instagram - Zoom profile insta DP,Social,1,12111,Free,Everyone,Social,2018-05-03,3,2018,9100,5e+05,0,5,1,47,4.3
GATE 21 years CS Papers(2011-2018 Solved),Books_and_reference,1,1,Free,Everyone,Books & Reference,2018-07-24,24,2018,34000,50,0,7,3,0,4.1
Rivals at War: 2084,Family,0,174127,Free,Teen,Simulation,2016-10-03,3,2016,48000,5e+06,0,10,1,3,3
Step By Step Eyes Makeup Tutorial,Beauty,1,74,Free,Everyone,Beauty,2018-04-05,5,2018,2900,10000,0,4,2,3,
AX Battery Saver,Finance,1,4546,Free,Everyone,Finance,2018-02-08,8,2018,3000,1e+05,0,2,1,2,4
Tv Br News,Family,1,4,Free,Everyone,Entertainment,2018-01-10,10,2018,569,100,0,1,1,4,2.3
"Groupon - Shop Deals, Discounts & Coupons",Shopping,1,1370749,Free,Teen,Shopping,2018-08-03,3,2018,,5e+07,0,8,,,
UM BP Track,Medical,0,1,Free,Everyone,Medical,2017-06-27,27,2017,29000,50,0,6,7,9,5
BC Hockey,Sports,0,20,Free,Everyone,Sports,2017-12-08,8,2017,8900,1000,0,12,3,1,4.4
HTC Transfer Tool,Tools,1,40907,Free,Everyone,Tools,2017-07-27,27,2017,2600,5e+06,0,7,6,0,2.2
Opera Mini - fast web browser,Communication,1,5149854,Free,Everyone,Communication,2018-07-19,19,2018,,1e+08,0,7,,,
LiveScore: Live Sport Updates,Sports,1,283662,Free,Everyone,Sports,2018-06-15,15,2018,,1e+07,0,6,,,4.1
Counter Terrorist Attack,Game,0,145931,Free,Teen,Action,2018-05-31,31,2018,43000,1e+07,0,5,5,3,2.3
EY Tax Briefing,Business,1,3,Free,Everyone,Business,2018-03-21,21,2018,15000,100,0,3,1,0,4.1
Allsetra B.V.,Business,1,15,Free,Everyone,Business,2018-04-05,5,2018,24000,1000,0,4,3,1,4.3
Forgotten Hill: Fall,Game,1,1063,Free,Teen,Adventure,2017-10-30,30,2017,18000,50000,0,10,1,7,3
Hill Climb Racing,Game,1,8923587,Free,Everyone,Racing,2018-07-02,2,2018,63000,1e+08,0,7,1,37,4.2
"YAZIO Calorie Counter, Nutrition Diary & Diet Plan",Health_and_fitness,1,117176,Free,Everyone,Health & Fitness,2018-07-07,7,2018,,5e+06,0,7,,,
Animal Hunting: Sniper Shooting,Game,1,0,Free,Teen,Action,2018-07-06,6,2018,48000,50,0,7,1,0,4
AH Kollection for KLWP,Personalization,1,644,Free,Everyone,Personalization,2017-04-30,30,2017,59000,50000,0,4,,20,4.4
A Better Camera,Photography,1,76484,Free,Everyone,Photography,2018-06-08,8,2018,,5e+06,0,6,3,,4
Filters for B Live,Beauty,1,2280,Free,Everyone,Beauty,2018-05-14,14,2018,24000,5e+05,0,5,1,1,4
Explore Sedona & Northern AZ,Travel_and_local,0,43,Free,Everyone,Travel & Local,2017-03-07,7,2017,22000,10000,0,3,16,,2.3
PPS Online,Parenting,1,37,Free,Everyone,Parenting,2018-07-09,9,2018,16000,10000,0,7,3,19,
N Launcher Pro - Nougat 7.0,Personalization,1,2538,Paid,Everyone,Personalization,2018-03-23,23,2018,6400,1e+05,2.99,3,1,5,4.1
Basketball FRVR - Shoot the Hoop and Slam Dunk!,Family,1,4076,Free,Everyone,Sports,2018-08-01,1,2018,,1e+05,0,8,1,3,4.1
Blood Pressure Log - MyDiary,Medical,1,8348,Free,Everyone,Medical,2018-04-13,13,2018,2600,5e+05,0,4,1,4,4
لعبة تقدر تربح DZ,Family,1,238,Free,Everyone,Education,2016-11-18,18,2016,6800,10000,0,11,6,0,4.1
HD Video Player,Video_players,1,1551,Free,Everyone,Video Players & Editors,2018-07-25,25,2018,2900,1e+06,0,7,1,1,4.1
"Phone X Launcher, OS 11 iLauncher & Control Center",Tools,1,54063,Free,Everyone,Tools,2018-06-01,1,2018,16000,5e+06,0,6,2,7,4.1
Apartments.com Rental Search,House_and_home,1,22584,Free,Everyone,House & Home,2018-07-16,16,2018,16000,1e+06,0,7,4,7,4.4
Auto DM for Twitter 🔥,Social,0,44,Free,Teen,Social,2018-05-21,21,2018,6300,1000,0,5,,,4.1
CH info,News_and_magazines,0,45,Free,Everyone,News & Magazines,2018-02-20,20,2018,15000,5000,0,2,6,0,4.4
FK Utenis Utena,Sports,1,0,Free,Everyone,Sports,2018-02-21,21,2018,26000,5,0,2,1,0,4.1
Home Pony 2,Family,0,20977,Free,Everyone,Simulation,2018-06-18,18,2018,26000,1e+06,0,6,1,4,4
Ticketmaster Event Tickets,Events,0,40113,Free,Everyone,Events,2018-07-23,23,2018,36000,5e+06,0,7,,,
EU Life Explorer,News_and_magazines,0,2,Free,Everyone,News & Magazines,2017-05-08,8,2017,12000,50,0,5,1,1,4.1
The Messenger App,Social,1,4919,Free,Everyone,Social,2018-08-03,3,2018,2800,1e+06,0,8,0,1,4.1
City Taxi Driver sim 2016: Cab simulator Game-s,Family,1,16111,Free,Everyone,Simulation,2018-06-12,12,2018,57000,1e+06,0,6,1,11,4.1
Ag Weather Tools,Weather,1,0,Free,Everyone,Weather,2018-01-09,9,2018,4600,500,0,1,1,0,5
DP Editor,Photography,1,18,Free,Teen,Photography,2018-08-04,4,2018,15000,5000,0,8,1,5,4.1
F-Stop Gallery Pro,Photography,1,1302,Paid,Everyone,Photography,2015-08-05,5,2015,58,10000,4.99,8,3,2,2.2
Super Flashlight + LED,Tools,1,54207,Free,Everyone,Tools,2017-07-11,11,2017,4400,5e+06,0,7,3,2,3
I am Rich Person,Lifestyle,1,134,Paid,Everyone,Lifestyle,2017-07-18,18,2017,1800,1000,37.99,7,1,0,
The Walking Dead: Road to Survival,Game,1,522466,Free,Mature 17+,Role Playing,2018-06-19,19,2018,37000,1e+07,0,6,12,0,
Beck & Bo: Toddler First Words,Family,1,41,Paid,Everyone,Education,2018-05-31,31,2018,7900,1000,2.99,5,2,4,
Bike Racing 3D,Game,1,951435,Free,Everyone,Racing,2018-01-17,17,2018,14000,5e+07,0,1,2,2,2.1
Bird Sounds & Bird Ringtones for Free 2018,Libraries_and_demo,1,130,Free,Everyone,Libraries & Demo,2018-02-23,23,2018,12000,10000,0,2,1,0,
bp e-store,Books_and_reference,1,52,Free,Everyone,Books & Reference,2016-01-15,15,2016,2200,1000,0,1,2,0,4
Basket Manager 2018 Pro,Sports,0,84,Paid,Everyone,Sports,2018-04-17,17,2018,6300,1000,2.99,4,3,7,4.4
Video Downloader For FB: Save FB Videos 2018,Tools,1,434,Free,Everyone,Tools,2018-08-08,8,2018,3600,50000,0,8,1,1,
MPS CL,Tools,1,1,Free,Everyone,Tools,2018-05-24,24,2018,3200,10,0,5,1,0,
G-Pix [Android P] Dark EMUI 8/5 THEME,Personalization,1,169,Free,Everyone,Personalization,2018-03-25,25,2018,24000,10000,0,3,7,,4.4
Tuner - gStrings Free,Tools,1,214265,Free,Everyone,Tools,2018-06-04,4,2018,,1e+07,0,6,,,
Manga Books,Comics,0,7326,Free,Adults only 18+,Comics,2018-08-03,3,2018,,5e+05,0,8,,,
Weather Live,Weather,1,76593,Paid,Everyone,Weather,2017-11-21,21,2017,,5e+05,5.99,11,,,
BA VPN - Free Unlimited VPN,Family,1,181,Free,Everyone,Entertainment,2018-06-14,14,2018,9200,10000,0,6,1,2,5
Best DP and Status (Daily Updates Photos),Family,1,3003,Free,Everyone,Entertainment,2018-05-07,7,2018,3200,1e+06,0,5,1,8,4
Talabat: Food Delivery,Food_and_drink,1,116403,Free,Everyone,Food & Drink,2018-08-01,1,2018,,5e+06,0,8,,,
Office Bike Racing Simulator,Family,0,21149,Free,Everyone,Simulation,2015-10-09,9,2015,30000,1e+06,0,10,2,1,2.3
Cerulean Heart,Family,1,2683,Free,Mature 17+,Simulation,2018-06-15,15,2018,25000,10000,0,6,1,3,4
Fantasy Football,Sports,0,50179,Free,Everyone,Sports,2018-08-02,2,2018,23000,1e+06,0,8,2,5,5
Educationboard Results BD,Family,0,983,Free,Everyone,Education,2018-06-12,12,2018,7200,1e+05,0,6,1,0,4
Cookbook Recipes,Food_and_drink,1,46539,Free,Teen,Food & Drink,2018-07-23,23,2018,,5e+06,0,7,,,
N Launcher: Nougat Theme,Personalization,1,128,Free,Everyone,Personalization,2017-06-13,13,2017,7700,10000,0,6,1,0,4.1
Emergency Brain CT,Medical,1,2,Paid,Everyone,Medical,2018-04-17,17,2018,19000,10,0.99,4,1,0,4.1
Kids Paint Free - Drawing Fun,Art_and_design,1,121,Free,Everyone,Art & Design,2018-07-03,3,2018,3100,10000,0,7,2,8,
BN Inscript Improved Input keyboard,Productivity,1,0,Free,Everyone,Productivity,2017-12-07,7,2017,6200,10,0,12,1,0,2.3
Websites.co.in Instant Website,Business,1,327,Free,Everyone,Business,2018-06-25,25,2018,13000,10000,0,6,1,48,4.1
Punch em,Game,1,2208,Free,Everyone,Arcade,2018-05-24,24,2018,4400,5e+05,0,5,2,0,4.1
Papumba Academy - Fun Learning For Kids,Family,1,496,Free,Everyone,Education,2018-07-11,11,2018,94000,1e+05,0,7,1,0,4.2
Advanced Download Manager,Tools,1,569727,Free,Everyone,Tools,2017-11-03,3,2017,,1e+07,0,11,,,
Mircules DX Cluster Lite,Communication,1,51,Free,Everyone,Communication,2016-05-10,10,2016,21000,5000,0,5,3,0,4.1
Skype - free IM & video calls,Communication,1,10484169,Free,Everyone,Communication,2018-08-03,3,2018,,1e+09,0,8,,,
AXE.IO - Brutal Survival Battleground,Game,1,3845,Free,Everyone 10+,Arcade,2018-08-03,3,2018,76000,5e+05,0,8,1,6,4.1
Synology Drive,Productivity,0,368,Free,Everyone,Productivity,2018-08-02,2,2018,,1e+05,0,8,,,5
Next Island: Dino Village,Family,0,29,Free,Everyone 10+,Casual,2018-05-04,4,2018,37000,1000,0,5,1,0,5
Drink-O-Tron The Drinking Game,Game,1,140,Free,Mature 17+,Card,2017-05-31,31,2017,45000,50000,0,5,1,,
Oración CX,Lifestyle,1,103,Free,Everyone,Lifestyle,2017-09-12,12,2017,3800,5000,0,9,5,1,4.1
JW Library,Books_and_reference,1,922752,Free,Everyone,Books & Reference,2018-06-15,15,2018,,1e+07,0,6,,,
Z Day: Hearts of Heroes,Family,0,5894,Free,Everyone 10+,Strategy,2018-07-11,11,2018,67000,1e+06,0,7,1,0,
U Guard,Tools,0,245,Free,Everyone,Tools,2016-08-31,31,2016,3500,10000,0,8,1,1,2.3
V BTS Wallpaper,Personalization,1,127,Free,Everyone,Personalization,2018-05-04,4,2018,9500,5000,0,5,8,0,3
Talking Husky Dog,Family,1,26545,Free,Everyone,Casual,2018-07-20,20,2018,40000,1e+06,0,7,2,8,4.1
Power Spheres by BoBoiBoy,Family,1,70903,Free,Everyone,Puzzle,2018-05-03,3,2018,51000,5e+06,0,5,1,3,
Lionel Messi Wallpapers,Sports,1,950,Free,Everyone,Sports,2018-07-17,17,2018,18000,1e+05,0,7,2,6,4.1
Bodyworks DW,Health_and_fitness,1,0,Free,Everyone,Health & Fitness,2018-07-09,9,2018,10000,10,0,7,4,2,4.1
Flash Light on Call & SMS,Tools,1,25438,Free,Everyone,Tools,2018-04-24,24,2018,3200,1e+06,0,4,1,2,
FR Forms,Business,1,0,Free,Everyone,Business,2016-09-29,29,2016,9600,10,0,9,1,1,4
AZ PLAYER HD,Tools,0,24,Free,Everyone,Tools,2016-04-11,11,2016,4700,10000,0,4,1,0,2.2
30 Day Fitness Challenge - Workout at Home,Health_and_fitness,1,471036,Free,Everyone,Health & Fitness,2018-08-03,3,2018,,1e+07,0,8,,,4
Barcelona News - Sportfusion,Sports,1,382,Free,Everyone,Sports,2018-03-06,6,2018,20000,10000,0,3,3,,4.1
DK Primrose for KLWP,Personalization,1,0,Paid,Everyone,Personalization,2017-12-02,2,2017,16000,1,0.99,12,,,4.4
